101.30 ;max_white(1) 
100.45 ;max_white(2) 
 71.61 ;max_white(3) 
 79.41 ;max_white(4) 
 68.54 ;max_white(5) 
 78.95 ;max_white(6) 
109.25 ;max_white(7) 
 68.65 ;max_white(8) 
 79.91 ;max_black(1) 
 71.78 ;max_black(2) 
 56.61 ;max_black(3) 
 62.39 ;max_black(4) 
 55.56 ;max_black(5) 
 61.97 ;max_black(6) 
 79.25 ;max_black(7) 
 56.95 ;max_black(8) 
