time, spdl, spdr, x, y, theta
77 0.368351 0.368351 0.136501 0.000000 0.000000
78 0.378877 0.378877 0.140289 0.000000 0.000000
79 0.389400 0.389400 0.144183 0.000000 0.000000
80 0.389400 0.389400 0.148077 0.000000 0.000000
81 0.389400 0.389400 0.151971 0.000000 0.000000
82 0.399925 0.399925 0.155971 0.000000 0.000000
83 0.399925 0.399925 0.159970 0.000000 0.000000
84 0.410450 0.410450 0.164074 0.000000 0.000000
85 0.410450 0.410450 0.168179 0.000000 0.000000
86 0.420973 0.420973 0.172389 0.000000 0.000000
87 0.420974 0.420974 0.176598 0.000000 0.000000
88 0.431497 0.431497 0.180913 0.000000 0.000000
89 0.431497 0.431497 0.185228 0.000000 0.000000
90 0.442022 0.442022 0.189649 0.000000 0.000000
91 0.442022 0.442022 0.194069 0.000000 0.000000
92 0.452547 0.452547 0.198594 0.000000 0.000000
93 0.452547 0.452547 0.203120 0.000000 0.000000
94 0.463070 0.463070 0.207750 0.000000 0.000000
95 0.463071 0.463071 0.212381 0.000000 0.000000
96 0.473595 0.473595 0.217117 0.000000 0.000000
97 0.473595 0.473595 0.221853 0.000000 0.000000
98 0.473595 0.473595 0.226589 0.000000 0.000000
99 0.484119 0.484119 0.231430 0.000000 0.000000
100 0.494644 0.494644 0.236377 0.000000 0.000000
101 0.494644 0.494644 0.241323 0.000000 0.000000
102 0.505169 0.505169 0.246375 0.000000 0.000000
103 0.505167 0.505167 0.251426 0.000000 0.000000
104 0.505167 0.505167 0.256478 0.000000 0.000000
105 0.515693 0.515693 0.261635 0.000000 0.000000
106 0.526217 0.526217 0.266897 0.000000 0.000000
107 0.526217 0.526217 0.272159 0.000000 0.000000
108 0.536743 0.536743 0.277527 0.000000 0.000000
109 0.526217 0.526217 0.282789 0.000000 0.000000
110 0.547263 0.547263 0.288262 0.000000 0.000000
111 0.547266 0.547266 0.293734 0.000000 0.000000
112 0.547266 0.547266 0.299207 0.000000 0.000000
113 0.557789 0.557789 0.304785 0.000000 0.000000
114 0.568315 0.568315 0.310468 0.000000 0.000000
115 0.568312 0.568312 0.316151 0.000000 0.000000
116 0.568315 0.568315 0.321834 0.000000 0.000000
117 0.578839 0.578839 0.327623 0.000000 0.000000
118 0.589362 0.589362 0.333516 0.000000 0.000000
119 0.578839 0.578839 0.339305 0.000000 0.000000
120 0.599888 0.599888 0.345303 0.000000 0.000000
121 0.589362 0.589362 0.351197 0.000000 0.000000
122 0.610411 0.610411 0.357301 0.000000 0.000000
123 0.610411 0.610411 0.363405 0.000000 0.000000
124 0.599888 0.599888 0.369404 0.000000 0.000000
125 0.610411 0.610411 0.375508 0.000000 0.000000
126 0.599888 0.599888 0.381507 0.000000 0.000000
127 0.610411 0.610411 0.387611 0.000000 0.000000
128 0.599888 0.599888 0.393610 0.000000 0.000000
129 0.610411 0.610411 0.399714 0.000000 0.000000
130 0.610411 0.610411 0.405818 0.000000 0.000000
131 0.599888 0.599888 0.411817 0.000000 0.000000
132 0.610411 0.610411 0.417921 0.000000 0.000000
133 0.599888 0.599888 0.423920 0.000000 0.000000
134 0.610411 0.610411 0.430024 0.000000 0.000000
135 0.610411 0.610411 0.436128 0.000000 0.000000
136 0.599885 0.599885 0.442127 0.000000 0.000000
137 0.610414 0.610414 0.448231 0.000000 0.000000
138 0.599885 0.599885 0.454230 0.000000 0.000000
139 0.610411 0.610411 0.460334 0.000000 0.000000
140 0.610411 0.610411 0.466439 0.000000 0.000000
141 0.599888 0.599888 0.472437 0.000000 0.000000
142 0.610411 0.610411 0.478542 0.000000 0.000000
143 0.599888 0.599888 0.484540 0.000000 0.000000
144 0.610411 0.610411 0.490645 0.000000 0.000000
145 0.610411 0.610411 0.496749 0.000000 0.000000
146 0.599885 0.599885 0.502747 0.000000 0.000000
147 0.610411 0.610411 0.508852 0.000000 0.000000
148 0.599891 0.599891 0.514850 0.000000 0.000000
149 0.610411 0.610411 0.520955 0.000000 0.000000
150 0.599885 0.599885 0.526953 0.000000 0.000000
151 0.610411 0.610411 0.533058 0.000000 0.000000
152 0.610411 0.610411 0.539162 0.000000 0.000000
153 0.599891 0.599891 0.545161 0.000000 0.000000
154 0.610411 0.610411 0.551265 0.000000 0.000000
155 0.599885 0.599885 0.557264 0.000000 0.000000
156 0.610411 0.610411 0.563368 0.000000 0.000000
157 0.610411 0.610411 0.569472 0.000000 0.000000
158 0.599891 0.599891 0.575471 0.000000 0.000000
159 0.610411 0.610411 0.581575 0.000000 0.000000
160 0.599885 0.599885 0.587574 0.000000 0.000000
161 0.610411 0.610411 0.593678 0.000000 0.000000
162 0.610411 0.610411 0.599782 0.000000 0.000000
163 0.599885 0.599885 0.605781 0.000000 0.000000
164 0.610411 0.610411 0.611885 0.000000 0.000000
165 0.599891 0.599891 0.617884 0.000000 0.000000
166 0.610411 0.610411 0.623988 0.000000 0.000000
167 0.599885 0.599885 0.629987 0.000000 0.000000
168 0.610411 0.610411 0.636091 0.000000 0.000000
169 0.610411 0.610411 0.642195 0.000000 0.000000
170 0.599891 0.599891 0.648194 0.000000 0.000000
171 0.610411 0.610411 0.654298 0.000000 0.000000
172 0.599885 0.599885 0.660297 0.000000 0.000000
173 0.610411 0.610411 0.666401 0.000000 0.000000
174 0.599885 0.599885 0.672400 0.000000 0.000000
175 0.589365 0.589365 0.678293 0.000000 0.000000
176 0.589365 0.589365 0.684187 0.000000 0.000000
177 0.589359 0.589359 0.690081 0.000000 0.000000
178 0.568318 0.568318 0.695764 0.000000 0.000000
179 0.578839 0.578839 0.701552 0.000000 0.000000
180 0.568312 0.568312 0.707235 0.000000 0.000000
181 0.557792 0.557792 0.712813 0.000000 0.000000
182 0.557786 0.557786 0.718391 0.000000 0.000000
183 0.557792 0.557792 0.723969 0.000000 0.000000
184 0.536740 0.536740 0.729336 0.000000 0.000000
185 0.547266 0.547266 0.734809 0.000000 0.000000
186 0.536740 0.536740 0.740176 0.000000 0.000000
187 0.536740 0.536740 0.745544 0.000000 0.000000
188 0.515693 0.515693 0.750701 0.000000 0.000000
189 0.515693 0.515693 0.755858 0.000000 0.000000
190 0.515693 0.515693 0.761015 0.000000 0.000000
191 0.505167 0.505167 0.766066 0.000000 0.000000
192 0.505167 0.505167 0.771118 0.000000 0.000000
193 0.484121 0.484121 0.775959 0.000000 0.000000
194 0.494641 0.494641 0.780906 0.000000 0.000000
195 0.484121 0.484121 0.785747 0.000000 0.000000
196 0.484121 0.484121 0.790588 0.000000 0.000000
197 0.473595 0.473595 0.795324 0.000000 0.000000
198 0.473595 0.473595 0.800060 0.000000 0.000000
199 0.463068 0.463068 0.804691 0.000000 0.000000
200 0.463074 0.463074 0.809321 0.000000 0.000000
201 0.452542 0.452542 0.813847 0.000000 0.000000
202 0.452548 0.452548 0.818372 0.000000 0.000000
203 0.442022 0.442022 0.822793 0.000000 0.000000
204 0.442022 0.442022 0.827213 0.000000 0.000000
205 0.431496 0.431496 0.831528 0.000000 0.000000
206 0.431502 0.431502 0.835843 0.000000 0.000000
207 0.420970 0.420970 0.840052 0.000000 0.000000
208 0.420976 0.420976 0.844262 0.000000 0.000000
209 0.410450 0.410450 0.848367 0.000000 0.000000
210 0.399923 0.399923 0.852366 0.000000 0.000000
211 0.399923 0.399923 0.856365 0.000000 0.000000
212 0.389403 0.389403 0.860259 0.000000 0.000000
213 0.389403 0.389403 0.864153 0.000000 0.000000
214 0.378871 0.378871 0.867942 0.000000 0.000000
215 0.378877 0.378877 0.871731 0.000000 0.000000
216 0.368351 0.368351 0.875414 0.000000 0.000000
217 0.368357 0.368357 0.879098 0.000000 0.000000
218 0.368351 0.368351 0.882781 0.000000 0.000000
219 0.357825 0.357825 0.886360 0.000000 0.000000
220 0.347304 0.347304 0.889833 0.000000 0.000000
221 0.347304 0.347304 0.893306 0.000000 0.000000
222 0.336778 0.336778 0.896673 0.000000 0.000000
223 0.347304 0.347304 0.900146 0.000000 0.000000
224 0.326252 0.326252 0.903409 0.000000 0.000000
225 0.326252 0.326252 0.906671 0.000000 0.000000
226 0.315732 0.315732 0.909829 0.000000 0.000000
227 0.326258 0.326258 0.913091 0.000000 0.000000
228 0.305206 0.305206 0.916143 0.000000 0.000000
229 0.305206 0.305206 0.919195 0.000000 0.000000
230 0.294679 0.294679 0.922142 0.000000 0.000000
231 0.294679 0.294679 0.925089 0.000000 0.000000
232 0.284159 0.284159 0.927931 0.000000 0.000000
233 0.273633 0.273633 0.930667 0.000000 0.000000
234 0.284159 0.284159 0.933509 0.000000 0.000000
235 0.263107 0.263107 0.936140 0.000000 0.000000
236 0.273633 0.273633 0.938876 0.000000 0.000000
237 0.252581 0.252581 0.941402 0.000000 0.000000
238 0.252587 0.252587 0.943928 0.000000 0.000000
239 0.252581 0.252581 0.946453 0.000000 0.000000
240 0.242060 0.242060 0.948874 0.000000 0.000000
241 0.242060 0.242060 0.951295 0.000000 0.000000
242 0.231534 0.231534 0.953610 0.000000 0.000000
243 0.231540 0.231540 0.955925 0.000000 0.000000
244 0.221008 0.221008 0.958135 0.000000 0.000000
245 0.221014 0.221014 0.960346 0.000000 0.000000
246 0.199962 0.199962 0.962345 0.000000 0.000000
247 0.210488 0.210488 0.964450 0.000000 0.000000
248 0.189435 0.189435 0.966344 0.000000 0.000000
249 0.199962 0.199962 0.968344 0.000000 0.000000
250 0.178915 0.178915 0.970133 0.000000 0.000000
251 0.189435 0.189435 0.972028 0.000000 0.000000
252 0.168389 0.168389 0.973711 0.000000 0.000000
253 0.178915 0.178915 0.975501 0.000000 0.000000
254 0.168389 0.168389 0.977185 0.000000 0.000000
255 0.157863 0.157863 0.978763 0.000000 0.000000
256 0.157869 0.157869 0.980342 0.000000 0.000000
257 0.157863 0.157863 0.981920 0.000000 0.000000
258 0.136817 0.136817 0.983289 0.000000 0.000000
259 0.147343 0.147343 0.984762 0.000000 0.000000
260 0.136817 0.136817 0.986130 0.000000 0.000000
261 0.115764 0.115764 0.987288 0.000000 0.000000
262 0.126296 0.126296 0.988551 0.000000 0.000000
263 0.115764 0.115764 0.989708 0.000000 0.000000
264 0.105244 0.105244 0.990761 0.000000 0.000000
265 0.105244 0.105244 0.991813 0.000000 0.000000
266 0.105244 0.105244 0.992866 0.000000 0.000000
267 0.094718 0.094718 0.993813 0.000000 0.000000
268 0.094718 0.094718 0.994760 0.000000 0.000000
269 0.073671 0.073671 0.995497 0.000000 0.000000
270 0.073671 0.073671 0.996234 0.000000 0.000000
271 0.073671 0.073671 0.996970 0.000000 0.000000
272 0.063145 0.063145 0.997602 0.000000 0.000000
273 0.063145 0.063145 0.998233 0.000000 0.000000
274 0.052625 0.052625 0.998759 0.000000 0.000000
275 0.042093 0.042093 0.999180 0.000000 0.000000
276 0.031573 0.031573 0.999496 0.000000 0.000000
277 0.031579 0.031579 0.999812 0.000000 0.000000
278 0.021040 0.021040 1.000022 0.000000 0.000000
279 0.021052 0.021052 1.000233 0.000000 0.000000
280 0.010526 0.010526 1.000338 0.000000 0.000000
281 0.000000 0.000000 1.000338 0.000000 0.000000
282 0.000000 0.000000 1.000338 0.000000 0.000000
283 -0.536740 0.557792 1.000443 0.000004 0.041117
284 -0.557792 0.557792 1.000443 0.000004 0.083024
285 -0.557786 0.547266 1.000391 -0.000002 0.124536
286 -0.547266 0.547266 1.000391 -0.000002 0.165653
287 -0.526220 0.536740 1.000443 0.000009 0.205584
288 -0.515693 0.515687 1.000443 0.000009 0.244328
289 -0.505167 0.505173 1.000443 0.000009 0.282282
290 -0.484121 0.473595 1.000393 -0.000008 0.318259
291 -0.473595 0.473595 1.000393 -0.000008 0.353841
292 -0.463068 0.463068 1.000393 -0.000008 0.388632
293 -0.442022 0.442016 1.000393 -0.000008 0.421842
294 -0.431496 0.431502 1.000393 -0.000008 0.454261
295 -0.420976 0.420976 1.000393 -0.000008 0.485889
296 -0.410450 0.410450 1.000393 -0.000008 0.516727
297 -0.399923 0.399923 1.000393 -0.000008 0.546774
298 -0.378877 0.378871 1.000393 -0.000008 0.575239
299 -0.368351 0.378883 1.000436 0.000022 0.603310
300 -0.357831 0.357831 1.000436 0.000022 0.630194
301 -0.347298 0.347292 1.000436 0.000022 0.656287
302 -0.347304 0.336778 1.000395 -0.000011 0.681985
303 -0.326258 0.326264 1.000395 -0.000011 0.706497
304 -0.326252 0.336778 1.000434 0.000024 0.731404
305 -0.315732 0.315726 1.000434 0.000024 0.755125
306 -0.315726 0.305212 1.000397 -0.000013 0.778451
307 -0.294685 0.294673 1.000397 -0.000013 0.800591
308 -0.284153 0.294685 1.000433 0.000025 0.822335
309 -0.284159 0.273633 1.000398 -0.000014 0.843289
310 -0.263107 0.263107 1.000398 -0.000014 0.863057
311 -0.263113 0.273633 1.000431 0.000027 0.883220
312 -0.263107 0.252581 1.000398 -0.000014 0.902592
313 -0.242060 0.252593 1.000430 0.000027 0.921174
314 -0.252581 0.242054 1.000399 -0.000015 0.939756
315 -0.231534 0.242054 1.000429 0.000028 0.957547
316 -0.231540 0.221014 1.000400 -0.000016 0.974547
317 -0.221008 0.231540 1.000429 0.000028 0.991547
318 -0.221014 0.210488 1.000401 -0.000016 1.007757
319 -0.199962 0.210488 1.000428 0.000029 1.023175
320 -0.210488 0.199962 1.000401 -0.000016 1.038594
321 -0.189435 0.199962 1.000427 0.000029 1.053222
322 -0.199962 0.189435 1.000402 -0.000017 1.067850
323 -0.178915 0.189435 1.000427 0.000030 1.081687
324 -0.189435 0.178921 1.000402 -0.000017 1.095525
325 -0.168389 0.178909 1.000426 0.000030 1.108571
326 -0.178915 0.168383 1.000403 -0.000018 1.121618
327 -0.168389 0.168395 1.000403 -0.000018 1.134270
328 -0.157863 0.168383 1.000425 0.000030 1.146526
329 -0.157869 0.147343 1.000404 -0.000018 1.157991
330 -0.147343 0.157869 1.000424 0.000031 1.169457
331 -0.147337 0.147343 1.000424 0.000031 1.180526
332 -0.147343 0.136817 1.000405 -0.000018 1.191201
333 -0.136817 0.147343 1.000424 0.000031 1.201875
334 -0.136817 0.136817 1.000424 0.000031 1.212154
335 -0.136817 0.126290 1.000406 -0.000019 1.222038
336 -0.126290 0.126290 1.000406 -0.000019 1.231526
337 -0.115770 0.126290 1.000423 0.000031 1.240620
338 -0.126290 0.126290 1.000423 0.000031 1.250108
339 -0.115770 0.105250 1.000407 -0.000019 1.258411
340 -0.105238 0.115764 1.000422 0.000031 1.266713
341 -0.115770 0.115764 1.000422 0.000031 1.275411
342 -0.105244 0.094724 1.000407 -0.000019 1.282923
343 -0.105244 0.105238 1.000407 -0.000019 1.290830
344 -0.094718 0.105250 1.000422 0.000032 1.298341
345 -0.105244 0.105238 1.000422 0.000032 1.306248
346 -0.094718 0.094724 1.000422 0.000032 1.313365
347 -0.094718 0.084198 1.000408 -0.000019 1.320086
348 -0.094724 0.094712 1.000408 -0.000019 1.327202
349 -0.084192 0.094724 1.000421 0.000032 1.333923
350 -0.084198 0.084198 1.000421 0.000032 1.340249
351 -0.084192 0.084186 1.000421 0.000032 1.346574
352 -0.084198 0.073671 1.000409 -0.000020 1.352505
353 -0.084192 0.084198 1.000409 -0.000020 1.358830
354 -0.063145 0.073671 1.000420 0.000032 1.363970
355 -0.073671 0.073671 1.000420 0.000032 1.369505
356 -0.073671 0.073671 1.000420 0.000032 1.375040
357 -0.073671 0.063145 1.000410 -0.000020 1.380179
358 -0.073671 0.073671 1.000410 -0.000020 1.385714
359 -0.063145 0.063145 1.000410 -0.000020 1.390458
360 -0.063145 0.063145 1.000410 -0.000020 1.395203
361 -0.052619 0.063145 1.000419 0.000032 1.399551
362 -0.063151 0.063145 1.000419 0.000032 1.404296
363 -0.063145 0.063145 1.000419 0.000032 1.409040
364 -0.052619 0.042093 1.000411 -0.000020 1.412598
365 -0.052625 0.052631 1.000411 -0.000020 1.416552
366 -0.052619 0.052619 1.000411 -0.000020 1.420505
367 -0.052625 0.052619 1.000411 -0.000020 1.424459
368 -0.042093 0.052619 1.000418 0.000032 1.428017
369 -0.052625 0.052631 1.000418 0.000032 1.431971
370 -0.052619 0.052619 1.000418 0.000032 1.435924
371 -0.042099 0.042093 1.000418 0.000032 1.439087
372 -0.042099 0.042105 1.000418 0.000032 1.442250
373 -0.042093 0.031567 1.000412 -0.000020 1.445017
374 -0.042099 0.042093 1.000412 -0.000020 1.448180
375 -0.042099 0.042105 1.000412 -0.000020 1.451343
376 -0.042099 0.042093 1.000412 -0.000020 1.454506
377 -0.042099 0.042105 1.000412 -0.000020 1.457669
378 -0.031573 0.042093 1.000418 0.000032 1.460436
379 -0.042093 0.042093 1.000418 0.000032 1.463598
380 -0.031573 0.031579 1.000418 0.000032 1.465971
381 -0.031579 0.031567 1.000418 0.000032 1.468343
382 -0.031573 0.031579 1.000418 0.000032 1.470715
383 -0.031573 0.031579 1.000418 0.000032 1.473087
384 -0.031573 0.031567 1.000418 0.000032 1.475459
385 -0.031573 0.021052 1.000413 -0.000020 1.477436
386 -0.031573 0.031567 1.000413 -0.000020 1.479808
387 -0.031573 0.031579 1.000413 -0.000020 1.482180
388 -0.031573 0.031567 1.000413 -0.000020 1.484552
389 -0.031573 0.031579 1.000413 -0.000020 1.486924
390 -0.031573 0.031567 1.000413 -0.000020 1.489297
391 -0.031573 0.031579 1.000413 -0.000020 1.491669
392 -0.010526 0.021052 1.000417 0.000032 1.492855
393 -0.021046 0.021040 1.000417 0.000032 1.494436
394 -0.021052 0.021052 1.000417 0.000032 1.496018
395 -0.021046 0.021052 1.000417 0.000032 1.497599
396 -0.021046 0.021040 1.000417 0.000032 1.499181
397 -0.021052 0.021052 1.000417 0.000032 1.500762
398 -0.021046 0.021052 1.000417 0.000032 1.502344
399 -0.021052 0.021052 1.000417 0.000032 1.503925
400 -0.021046 0.021040 1.000417 0.000032 1.505506
401 -0.021046 0.021052 1.000417 0.000032 1.507088
402 -0.021052 0.021052 1.000417 0.000032 1.508669
403 -0.021046 0.010514 1.000414 -0.000020 1.509855
404 -0.021046 0.021052 1.000414 -0.000020 1.511437
405 -0.021052 0.021052 1.000414 -0.000020 1.513018
406 -0.021046 0.021040 1.000414 -0.000020 1.514599
407 -0.021052 0.021052 1.000414 -0.000020 1.516181
408 -0.021046 0.021052 1.000414 -0.000020 1.517763
409 -0.010526 0.010526 1.000414 -0.000020 1.518553
410 -0.010520 0.010526 1.000414 -0.000020 1.519344
411 -0.010526 0.010514 1.000414 -0.000020 1.520134
412 -0.010526 0.010526 1.000414 -0.000020 1.520925
413 -0.010520 0.010526 1.000414 -0.000020 1.521716
414 -0.010526 0.010526 1.000414 -0.000020 1.522507
415 -0.010526 0.010526 1.000414 -0.000020 1.523297
416 -0.010526 0.010526 1.000414 -0.000020 1.524088
417 0.000000 0.010514 1.000416 0.000032 1.524483
418 -0.010520 0.010526 1.000416 0.000032 1.525274
419 -0.010526 0.010526 1.000416 0.000032 1.526065
420 -0.010526 0.010526 1.000416 0.000032 1.526856
421 -0.010520 0.010526 1.000416 0.000032 1.527646
422 -0.010526 0.010526 1.000416 0.000032 1.528437
423 -0.010526 0.010526 1.000416 0.000032 1.529227
424 -0.010520 0.010514 1.000416 0.000032 1.530018
425 -0.010526 0.010526 1.000416 0.000032 1.530809
426 -0.010526 0.010526 1.000416 0.000032 1.531600
427 -0.010520 0.010526 1.000416 0.000032 1.532390
428 -0.010526 0.010526 1.000416 0.000032 1.533181
429 -0.010526 0.010526 1.000416 0.000032 1.533972
430 -0.010526 0.010514 1.000416 0.000032 1.534762
431 -0.010520 0.010526 1.000416 0.000032 1.535553
432 -0.010526 0.010526 1.000416 0.000032 1.536344
433 -0.010526 0.010526 1.000416 0.000032 1.537135
434 -0.010520 0.010526 1.000416 0.000032 1.537925
435 -0.010526 0.010526 1.000416 0.000032 1.538716
436 -0.010526 0.010526 1.000416 0.000032 1.539507
437 -0.010520 0.010514 1.000416 0.000032 1.540297
438 -0.010526 0.010526 1.000416 0.000032 1.541088
439 -0.010526 0.000000 1.000414 -0.000020 1.541484
440 -0.010520 0.010526 1.000414 -0.000020 1.542274
441 -0.010526 0.010526 1.000414 -0.000020 1.543065
442 -0.010526 0.010526 1.000414 -0.000020 1.543856
443 0.000000 0.000000 1.000414 -0.000020 1.543856
444 0.000000 0.000000 1.000414 -0.000020 1.543856
445 0.000000 0.000000 1.000414 -0.000020 1.543856
446 0.000000 0.000000 1.000414 -0.000020 1.543855
447 0.000000 0.010526 1.000416 0.000032 1.544251
448 0.010526 0.010514 1.000419 0.000138 1.544250
449 0.021046 0.021052 1.000424 0.000348 1.544251
450 0.021052 0.021052 1.000430 0.000558 1.544251
451 0.031573 0.031567 1.000438 0.000874 1.544251
452 0.031573 0.031579 1.000446 0.001190 1.544251
453 0.042099 0.042093 1.000458 0.001610 1.544251
454 0.042093 0.042105 1.000469 0.002031 1.544251
455 0.042099 0.042093 1.000480 0.002452 1.544251
456 0.042099 0.052619 1.000492 0.002926 1.544646
457 0.052619 0.052631 1.000506 0.003452 1.544646
458 0.063145 0.052619 1.000522 0.004030 1.544251
459 0.063151 0.063145 1.000538 0.004661 1.544250
460 0.073665 0.073671 1.000558 0.005398 1.544250
461 0.084198 0.084186 1.000580 0.006239 1.544250
462 0.073671 0.084198 1.000601 0.007029 1.544646
463 0.094718 0.094724 1.000626 0.007975 1.544646
464 0.094718 0.084198 1.000649 0.008870 1.544250
465 0.105244 0.105238 1.000677 0.009922 1.544250
466 0.105244 0.105250 1.000705 0.010974 1.544250
467 0.105244 0.115764 1.000734 0.012078 1.544645
468 0.115770 0.105238 1.000763 0.013183 1.544250
469 0.126290 0.126290 1.000797 0.014446 1.544250
470 0.115764 0.126302 1.000828 0.015655 1.544646
471 0.136817 0.126290 1.000863 0.016971 1.544250
472 0.136817 0.136817 1.000900 0.018338 1.544250
473 0.136817 0.147343 1.000937 0.019759 1.544645
474 0.147343 0.136817 1.000975 0.021179 1.544249
475 0.157863 0.157857 1.001016 0.022757 1.544249
476 0.147343 0.157869 1.001056 0.024282 1.544645
477 0.168389 0.157869 1.001100 0.025913 1.544249
478 0.168389 0.168383 1.001144 0.027596 1.544249
479 0.168389 0.178909 1.001190 0.029332 1.544644
480 0.178915 0.168395 1.001236 0.031068 1.544249
481 0.178915 0.189435 1.001284 0.032909 1.544645
482 0.189435 0.178921 1.001333 0.034750 1.544249
483 0.199962 0.199962 1.001386 0.036749 1.544249
484 0.189441 0.189435 1.001436 0.038643 1.544249
485 0.210482 0.210488 1.001492 0.040747 1.544249
486 0.199968 0.199962 1.001545 0.042746 1.544249
487 0.221008 0.221014 1.001604 0.044955 1.544249
488 0.210488 0.210476 1.001660 0.047059 1.544248
489 0.231534 0.231540 1.001721 0.049374 1.544249
490 0.221014 0.221014 1.001780 0.051583 1.544249
491 0.242054 0.242054 1.001844 0.054003 1.544249
492 0.231540 0.231540 1.001906 0.056318 1.544249
493 0.242054 0.252581 1.001971 0.058790 1.544644
494 0.252587 0.242066 1.002036 0.061262 1.544249
495 0.252587 0.263107 1.002104 0.063840 1.544644
496 0.263107 0.252581 1.002172 0.066417 1.544248
497 0.263107 0.263107 1.002242 0.069048 1.544248
498 0.263107 0.273633 1.002312 0.071730 1.544644
499 0.284159 0.273633 1.002386 0.074518 1.544248
500 0.273633 0.273633 1.002459 0.077254 1.544248
501 0.284159 0.294685 1.002535 0.080147 1.544644
502 0.294679 0.284159 1.002611 0.083040 1.544248
503 0.294679 0.294673 1.002689 0.085986 1.544248
504 0.294685 0.305212 1.002768 0.088984 1.544644
505 0.315726 0.305200 1.002850 0.092088 1.544248
506 0.305206 0.305212 1.002931 0.095139 1.544248
507 0.315732 0.315726 1.003015 0.098295 1.544248
508 0.315732 0.326252 1.003099 0.101504 1.544643
