time, spdl, spdr, x, y, theta
77 0.210487 0.210487 0.108611 0.000000 0.000000
78 0.199962 0.199962 0.110611 0.000000 0.000000
79 0.210486 0.210486 0.112716 0.000000 0.000000
80 0.199962 0.199962 0.114715 0.000000 0.000000
81 0.210486 0.210486 0.116820 0.000000 0.000000
82 0.199962 0.199962 0.118820 0.000000 0.000000
83 0.210487 0.210487 0.120925 0.000000 0.000000
84 0.210486 0.210486 0.123029 0.000000 0.000000
85 0.199962 0.199962 0.125029 0.000000 0.000000
86 0.210486 0.210486 0.127134 0.000000 0.000000
87 0.199963 0.199963 0.129134 0.000000 0.000000
88 0.210486 0.210486 0.131238 0.000000 0.000000
89 0.199963 0.199963 0.133238 0.000000 0.000000
90 0.210486 0.210486 0.135343 0.000000 0.000000
91 0.199962 0.199962 0.137343 0.000000 0.000000
92 0.210488 0.210488 0.139447 0.000000 0.000000
93 0.199962 0.199962 0.141447 0.000000 0.000000
94 0.210486 0.210486 0.143552 0.000000 0.000000
95 0.199963 0.199963 0.145552 0.000000 0.000000
96 0.210486 0.210486 0.147656 0.000000 0.000000
97 0.199962 0.199962 0.149656 0.000000 0.000000
98 0.210488 0.210488 0.151761 0.000000 0.000000
99 0.199962 0.199962 0.153761 0.000000 0.000000
100 0.210486 0.210486 0.155865 0.000000 0.000000
101 0.199963 0.199963 0.157865 0.000000 0.000000
102 0.210486 0.210486 0.159970 0.000000 0.000000
103 0.199963 0.199963 0.161970 0.000000 0.000000
104 0.210486 0.210486 0.164074 0.000000 0.000000
105 0.199962 0.199962 0.166074 0.000000 0.000000
106 0.210488 0.210488 0.168179 0.000000 0.000000
107 0.210486 0.210486 0.170284 0.000000 0.000000
108 0.199962 0.199962 0.172283 0.000000 0.000000
109 0.210488 0.210488 0.174388 0.000000 0.000000
110 0.199962 0.199962 0.176388 0.000000 0.000000
111 0.210486 0.210486 0.178493 0.000000 0.000000
112 0.199963 0.199963 0.180492 0.000000 0.000000
113 0.210486 0.210486 0.182597 0.000000 0.000000
114 0.199962 0.199962 0.184597 0.000000 0.000000
115 0.210488 0.210488 0.186702 0.000000 0.000000
116 0.199962 0.199962 0.188701 0.000000 0.000000
117 0.210486 0.210486 0.190806 0.000000 0.000000
118 0.199963 0.199963 0.192806 0.000000 0.000000
119 0.210486 0.210486 0.194911 0.000000 0.000000
120 0.199963 0.199963 0.196910 0.000000 0.000000
121 0.210486 0.210486 0.199015 0.000000 0.000000
122 0.199962 0.199962 0.201015 0.000000 0.000000
123 0.210488 0.210488 0.203120 0.000000 0.000000
124 0.199962 0.199962 0.205119 0.000000 0.000000
125 0.210486 0.210486 0.207224 0.000000 0.000000
126 0.199963 0.199963 0.209224 0.000000 0.000000
127 0.210486 0.210486 0.211329 0.000000 0.000000
128 0.199962 0.199962 0.213328 0.000000 0.000000
129 0.210488 0.210488 0.215433 0.000000 0.000000
130 0.210486 0.210486 0.217538 0.000000 0.000000
131 0.199962 0.199962 0.219538 0.000000 0.000000
132 0.210488 0.210488 0.221642 0.000000 0.000000
133 0.199962 0.199962 0.223642 0.000000 0.000000
134 0.210486 0.210486 0.225747 0.000000 0.000000
135 0.199963 0.199963 0.227747 0.000000 0.000000
136 0.210486 0.210486 0.229851 0.000000 0.000000
137 0.199963 0.199963 0.231851 0.000000 0.000000
138 0.210486 0.210486 0.233956 0.000000 0.000000
139 0.199962 0.199962 0.235956 0.000000 0.000000
140 0.210486 0.210486 0.238060 0.000000 0.000000
141 0.199963 0.199963 0.240060 0.000000 0.000000
142 0.210486 0.210486 0.242165 0.000000 0.000000
143 0.199963 0.199963 0.244165 0.000000 0.000000
144 0.210486 0.210486 0.246269 0.000000 0.000000
145 0.199962 0.199962 0.248269 0.000000 0.000000
146 0.210486 0.210486 0.250374 0.000000 0.000000
147 0.199965 0.199965 0.252374 0.000000 0.000000
148 0.210485 0.210485 0.254478 0.000000 0.000000
149 0.199962 0.199962 0.256478 0.000000 0.000000
150 0.210488 0.210488 0.258583 0.000000 0.000000
151 0.199962 0.199962 0.260583 0.000000 0.000000
152 0.210488 0.210488 0.262687 0.000000 0.000000
153 0.210485 0.210485 0.264792 0.000000 0.000000
154 0.199965 0.199965 0.266792 0.000000 0.000000
155 0.210485 0.210485 0.268897 0.000000 0.000000
156 0.199965 0.199965 0.270896 0.000000 0.000000
157 0.210485 0.210485 0.273001 0.000000 0.000000
158 0.199962 0.199962 0.275001 0.000000 0.000000
159 0.210488 0.210488 0.277106 0.000000 0.000000
160 0.199962 0.199962 0.279105 0.000000 0.000000
161 0.210488 0.210488 0.281210 0.000000 0.000000
162 0.199962 0.199962 0.283210 0.000000 0.000000
163 0.210488 0.210488 0.285315 0.000000 0.000000
164 0.199962 0.199962 0.287314 0.000000 0.000000
165 0.210488 0.210488 0.289419 0.000000 0.000000
166 0.199962 0.199962 0.291419 0.000000 0.000000
167 0.210488 0.210488 0.293524 0.000000 0.000000
168 0.199962 0.199962 0.295523 0.000000 0.000000
169 0.210485 0.210485 0.297628 0.000000 0.000000
170 0.199965 0.199965 0.299628 0.000000 0.000000
171 0.210485 0.210485 0.301733 0.000000 0.000000
172 0.199962 0.199962 0.303732 0.000000 0.000000
173 0.210488 0.210488 0.305837 0.000000 0.000000
174 0.199962 0.199962 0.307837 0.000000 0.000000
175 0.210488 0.210488 0.309942 0.000000 0.000000
176 0.210488 0.210488 0.312047 0.000000 0.000000
177 0.199962 0.199962 0.314046 0.000000 0.000000
178 0.210485 0.210485 0.316151 0.000000 0.000000
179 0.199965 0.199965 0.318151 0.000000 0.000000
180 0.210485 0.210485 0.320256 0.000000 0.000000
181 0.199965 0.199965 0.322255 0.000000 0.000000
182 0.210485 0.210485 0.324360 0.000000 0.000000
183 0.199962 0.199962 0.326360 0.000000 0.000000
184 0.210488 0.210488 0.328465 0.000000 0.000000
185 0.199962 0.199962 0.330464 0.000000 0.000000
186 0.210488 0.210488 0.332569 0.000000 0.000000
187 0.199962 0.199962 0.334569 0.000000 0.000000
188 0.210488 0.210488 0.336673 0.000000 0.000000
189 0.199962 0.199962 0.338673 0.000000 0.000000
190 0.210488 0.210488 0.340778 0.000000 0.000000
191 0.199962 0.199962 0.342778 0.000000 0.000000
192 0.210485 0.210485 0.344882 0.000000 0.000000
193 0.199965 0.199965 0.346882 0.000000 0.000000
194 0.210485 0.210485 0.348987 0.000000 0.000000
195 0.199965 0.199965 0.350987 0.000000 0.000000
196 0.210485 0.210485 0.353091 0.000000 0.000000
197 0.199962 0.199962 0.355091 0.000000 0.000000
198 0.210488 0.210488 0.357196 0.000000 0.000000
199 0.210488 0.210488 0.359301 0.000000 0.000000
200 0.199962 0.199962 0.361300 0.000000 0.000000
201 0.210485 0.210485 0.363405 0.000000 0.000000
202 0.199965 0.199965 0.365405 0.000000 0.000000
203 0.210485 0.210485 0.367510 0.000000 0.000000
204 0.199965 0.199965 0.369509 0.000000 0.000000
205 0.210485 0.210485 0.371614 0.000000 0.000000
206 0.199962 0.199962 0.373614 0.000000 0.000000
207 0.210488 0.210488 0.375719 0.000000 0.000000
208 0.199962 0.199962 0.377718 0.000000 0.000000
209 0.210488 0.210488 0.379823 0.000000 0.000000
210 0.199962 0.199962 0.381823 0.000000 0.000000
211 0.210488 0.210488 0.383928 0.000000 0.000000
212 0.199962 0.199962 0.385927 0.000000 0.000000
213 0.210488 0.210488 0.388032 0.000000 0.000000
214 0.199962 0.199962 0.390032 0.000000 0.000000
215 0.210485 0.210485 0.392137 0.000000 0.000000
216 0.199965 0.199965 0.394136 0.000000 0.000000
217 0.210485 0.210485 0.396241 0.000000 0.000000
218 0.199965 0.199965 0.398241 0.000000 0.000000
219 0.210485 0.210485 0.400346 0.000000 0.000000
220 0.199962 0.199962 0.402345 0.000000 0.000000
221 0.210488 0.210488 0.404450 0.000000 0.000000
222 0.210488 0.210488 0.406555 0.000000 0.000000
223 0.199962 0.199962 0.408555 0.000000 0.000000
224 0.210488 0.210488 0.410660 0.000000 0.000000
225 0.199962 0.199962 0.412659 0.000000 0.000000
226 0.210485 0.210485 0.414764 0.000000 0.000000
227 0.199965 0.199965 0.416764 0.000000 0.000000
228 0.210485 0.210485 0.418869 0.000000 0.000000
229 0.199962 0.199962 0.420868 0.000000 0.000000
230 0.210488 0.210488 0.422973 0.000000 0.000000
231 0.199962 0.199962 0.424973 0.000000 0.000000
232 0.210488 0.210488 0.427078 0.000000 0.000000
233 0.199962 0.199962 0.429077 0.000000 0.000000
234 0.210488 0.210488 0.431182 0.000000 0.000000
235 0.199962 0.199962 0.433182 0.000000 0.000000
236 0.210488 0.210488 0.435287 0.000000 0.000000
237 0.199962 0.199962 0.437286 0.000000 0.000000
238 0.210488 0.210488 0.439391 0.000000 0.000000
239 0.199962 0.199962 0.441391 0.000000 0.000000
240 0.210485 0.210485 0.443495 0.000000 0.000000
241 0.199965 0.199965 0.445495 0.000000 0.000000
242 0.210485 0.210485 0.447600 0.000000 0.000000
243 0.199962 0.199962 0.449600 0.000000 0.000000
244 0.210488 0.210488 0.451704 0.000000 0.000000
245 0.210488 0.210488 0.453809 0.000000 0.000000
246 0.199962 0.199962 0.455809 0.000000 0.000000
247 0.210488 0.210488 0.457914 0.000000 0.000000
248 0.199962 0.199962 0.459913 0.000000 0.000000
249 0.210485 0.210485 0.462018 0.000000 0.000000
250 0.199965 0.199965 0.464018 0.000000 0.000000
251 0.210485 0.210485 0.466123 0.000000 0.000000
252 0.199965 0.199965 0.468122 0.000000 0.000000
253 0.210485 0.210485 0.470227 0.000000 0.000000
254 0.199962 0.199962 0.472227 0.000000 0.000000
255 0.210488 0.210488 0.474332 0.000000 0.000000
256 0.199962 0.199962 0.476331 0.000000 0.000000
257 0.210488 0.210488 0.478436 0.000000 0.000000
258 0.199962 0.199962 0.480436 0.000000 0.000000
259 0.210488 0.210488 0.482541 0.000000 0.000000
260 0.199962 0.199962 0.484540 0.000000 0.000000
261 0.210488 0.210488 0.486645 0.000000 0.000000
262 0.199962 0.199962 0.488645 0.000000 0.000000
263 0.210485 0.210485 0.490750 0.000000 0.000000
264 0.199965 0.199965 0.492749 0.000000 0.000000
265 0.210485 0.210485 0.494854 0.000000 0.000000
266 0.199965 0.199965 0.496854 0.000000 0.000000
267 0.210485 0.210485 0.498959 0.000000 0.000000
268 0.210485 0.210485 0.501064 0.000000 0.000000
269 0.199962 0.199962 0.503063 0.000000 0.000000
270 0.210488 0.210488 0.505168 0.000000 0.000000
271 0.199962 0.199962 0.507168 0.000000 0.000000
272 0.210488 0.210488 0.509273 0.000000 0.000000
273 0.199962 0.199962 0.511272 0.000000 0.000000
274 0.210488 0.210488 0.513377 0.000000 0.000000
275 0.199962 0.199962 0.515377 0.000000 0.000000
276 0.210488 0.210488 0.517482 0.000000 0.000000
277 0.199962 0.199962 0.519481 0.000000 0.000000
278 0.210488 0.210488 0.521586 0.000000 0.000000
279 0.199962 0.199962 0.523586 0.000000 0.000000
280 0.210488 0.210488 0.525691 0.000000 0.000000
281 0.199962 0.199962 0.527690 0.000000 0.000000
282 0.210488 0.210488 0.529795 0.000000 0.000000
283 0.199962 0.199962 0.531795 0.000000 0.000000
284 0.210488 0.210488 0.533900 0.000000 0.000000
285 0.199962 0.199962 0.535899 0.000000 0.000000
286 0.210488 0.210488 0.538004 0.000000 0.000000
287 0.199962 0.199962 0.540004 0.000000 0.000000
288 0.210488 0.210488 0.542109 0.000000 0.000000
289 0.199962 0.199962 0.544108 0.000000 0.000000
290 0.210488 0.210488 0.546213 0.000000 0.000000
291 0.210482 0.210482 0.548318 0.000000 0.000000
292 0.199968 0.199968 0.550318 0.000000 0.000000
293 0.210482 0.210482 0.552422 0.000000 0.000000
294 0.199962 0.199962 0.554422 0.000000 0.000000
295 0.210488 0.210488 0.556527 0.000000 0.000000
296 0.199962 0.199962 0.558526 0.000000 0.000000
297 0.210488 0.210488 0.560631 0.000000 0.000000
298 0.199962 0.199962 0.562631 0.000000 0.000000
299 0.210488 0.210488 0.564736 0.000000 0.000000
300 0.199962 0.199962 0.566735 0.000000 0.000000
301 0.210488 0.210488 0.568840 0.000000 0.000000
302 0.199962 0.199962 0.570840 0.000000 0.000000
303 0.210488 0.210488 0.572945 0.000000 0.000000
304 0.199962 0.199962 0.574944 0.000000 0.000000
305 0.210488 0.210488 0.577049 0.000000 0.000000
306 0.199962 0.199962 0.579049 0.000000 0.000000
307 0.210488 0.210488 0.581154 0.000000 0.000000
308 0.199962 0.199962 0.583153 0.000000 0.000000
309 0.210488 0.210488 0.585258 0.000000 0.000000
310 0.199962 0.199962 0.587258 0.000000 0.000000
311 0.210488 0.210488 0.589363 0.000000 0.000000
312 0.199962 0.199962 0.591362 0.000000 0.000000
313 0.210488 0.210488 0.593467 0.000000 0.000000
314 0.210482 0.210482 0.595572 0.000000 0.000000
315 0.199968 0.199968 0.597572 0.000000 0.000000
316 0.210482 0.210482 0.599677 0.000000 0.000000
317 0.199962 0.199962 0.601676 0.000000 0.000000
318 0.210488 0.210488 0.603781 0.000000 0.000000
319 0.199962 0.199962 0.605781 0.000000 0.000000
320 0.210488 0.210488 0.607886 0.000000 0.000000
321 0.199962 0.199962 0.609885 0.000000 0.000000
322 0.210488 0.210488 0.611990 0.000000 0.000000
323 0.199962 0.199962 0.613990 0.000000 0.000000
324 0.210488 0.210488 0.616095 0.000000 0.000000
325 0.199962 0.199962 0.618094 0.000000 0.000000
326 0.210488 0.210488 0.620199 0.000000 0.000000
327 0.199962 0.199962 0.622199 0.000000 0.000000
328 0.210488 0.210488 0.624304 0.000000 0.000000
329 0.199962 0.199962 0.626303 0.000000 0.000000
330 0.210488 0.210488 0.628408 0.000000 0.000000
331 0.199962 0.199962 0.630408 0.000000 0.000000
332 0.210488 0.210488 0.632513 0.000000 0.000000
333 0.199962 0.199962 0.634512 0.000000 0.000000
334 0.210488 0.210488 0.636617 0.000000 0.000000
335 0.199962 0.199962 0.638617 0.000000 0.000000
336 0.210488 0.210488 0.640722 0.000000 0.000000
337 0.210482 0.210482 0.642826 0.000000 0.000000
338 0.199968 0.199968 0.644826 0.000000 0.000000
339 0.210482 0.210482 0.646931 0.000000 0.000000
340 0.199968 0.199968 0.648931 0.000000 0.000000
341 0.210482 0.210482 0.651035 0.000000 0.000000
342 0.199962 0.199962 0.653035 0.000000 0.000000
343 0.210488 0.210488 0.655140 0.000000 0.000000
344 0.199962 0.199962 0.657139 0.000000 0.000000
345 0.210488 0.210488 0.659244 0.000000 0.000000
346 0.199962 0.199962 0.661244 0.000000 0.000000
347 0.210488 0.210488 0.663349 0.000000 0.000000
348 0.199962 0.199962 0.665348 0.000000 0.000000
349 0.210488 0.210488 0.667453 0.000000 0.000000
350 0.199962 0.199962 0.669453 0.000000 0.000000
351 0.210488 0.210488 0.671558 0.000000 0.000000
352 0.199962 0.199962 0.673557 0.000000 0.000000
353 0.210488 0.210488 0.675662 0.000000 0.000000
354 0.199962 0.199962 0.677662 0.000000 0.000000
355 0.210488 0.210488 0.679767 0.000000 0.000000
356 0.199962 0.199962 0.681766 0.000000 0.000000
357 0.210488 0.210488 0.683871 0.000000 0.000000
358 0.199962 0.199962 0.685871 0.000000 0.000000
359 0.210488 0.210488 0.687976 0.000000 0.000000
360 0.210482 0.210482 0.690081 0.000000 0.000000
361 0.199968 0.199968 0.692080 0.000000 0.000000
362 0.210482 0.210482 0.694185 0.000000 0.000000
363 0.199968 0.199968 0.696185 0.000000 0.000000
364 0.210482 0.210482 0.698290 0.000000 0.000000
365 0.199962 0.199962 0.700289 0.000000 0.000000
366 0.210488 0.210488 0.702394 0.000000 0.000000
367 0.199962 0.199962 0.704394 0.000000 0.000000
368 0.210488 0.210488 0.706499 0.000000 0.000000
369 0.199962 0.199962 0.708498 0.000000 0.000000
370 0.210488 0.210488 0.710603 0.000000 0.000000
371 0.199962 0.199962 0.712603 0.000000 0.000000
372 0.210488 0.210488 0.714708 0.000000 0.000000
373 0.199962 0.199962 0.716707 0.000000 0.000000
374 0.210488 0.210488 0.718812 0.000000 0.000000
375 0.199962 0.199962 0.720812 0.000000 0.000000
376 0.210488 0.210488 0.722917 0.000000 0.000000
377 0.199962 0.199962 0.724916 0.000000 0.000000
378 0.210488 0.210488 0.727021 0.000000 0.000000
379 0.199962 0.199962 0.729021 0.000000 0.000000
380 0.210488 0.210488 0.731126 0.000000 0.000000
381 0.199962 0.199962 0.733125 0.000000 0.000000
382 0.210488 0.210488 0.735230 0.000000 0.000000
383 0.210488 0.210488 0.737335 0.000000 0.000000
384 0.199962 0.199962 0.739335 0.000000 0.000000
385 0.210482 0.210482 0.741439 0.000000 0.000000
386 0.199968 0.199968 0.743439 0.000000 0.000000
387 0.210482 0.210482 0.745544 0.000000 0.000000
388 0.199962 0.199962 0.747544 0.000000 0.000000
389 0.210488 0.210488 0.749648 0.000000 0.000000
390 0.199962 0.199962 0.751648 0.000000 0.000000
391 0.210488 0.210488 0.753753 0.000000 0.000000
392 0.199962 0.199962 0.755753 0.000000 0.000000
393 0.210488 0.210488 0.757857 0.000000 0.000000
394 0.199962 0.199962 0.759857 0.000000 0.000000
395 0.210488 0.210488 0.761962 0.000000 0.000000
396 0.199962 0.199962 0.763961 0.000000 0.000000
397 0.210488 0.210488 0.766066 0.000000 0.000000
398 0.199962 0.199962 0.768066 0.000000 0.000000
399 0.210488 0.210488 0.770171 0.000000 0.000000
400 0.199962 0.199962 0.772170 0.000000 0.000000
401 0.210488 0.210488 0.774275 0.000000 0.000000
402 0.199962 0.199962 0.776275 0.000000 0.000000
403 0.210488 0.210488 0.778380 0.000000 0.000000
404 0.199962 0.199962 0.780379 0.000000 0.000000
405 0.210488 0.210488 0.782484 0.000000 0.000000
406 0.210488 0.210488 0.784589 0.000000 0.000000
407 0.199962 0.199962 0.786589 0.000000 0.000000
408 0.210482 0.210482 0.788694 0.000000 0.000000
409 0.199968 0.199968 0.790693 0.000000 0.000000
410 0.210482 0.210482 0.792798 0.000000 0.000000
411 0.199968 0.199968 0.794798 0.000000 0.000000
412 0.210482 0.210482 0.796903 0.000000 0.000000
413 0.199962 0.199962 0.798902 0.000000 0.000000
414 0.210488 0.210488 0.801007 0.000000 0.000000
415 0.199962 0.199962 0.803007 0.000000 0.000000
416 0.210488 0.210488 0.805112 0.000000 0.000000
417 0.199962 0.199962 0.807111 0.000000 0.000000
418 0.210488 0.210488 0.809216 0.000000 0.000000
419 0.199962 0.199962 0.811216 0.000000 0.000000
420 0.210488 0.210488 0.813321 0.000000 0.000000
421 0.199962 0.199962 0.815320 0.000000 0.000000
422 0.210488 0.210488 0.817425 0.000000 0.000000
423 0.199962 0.199962 0.819425 0.000000 0.000000
424 0.210488 0.210488 0.821530 0.000000 0.000000
425 0.199962 0.199962 0.823529 0.000000 0.000000
426 0.210488 0.210488 0.825634 0.000000 0.000000
427 0.199962 0.199962 0.827634 0.000000 0.000000
428 0.210488 0.210488 0.829739 0.000000 0.000000
429 0.199962 0.199962 0.831738 0.000000 0.000000
430 0.210488 0.210488 0.833843 0.000000 0.000000
431 0.210482 0.210482 0.835948 0.000000 0.000000
432 0.199968 0.199968 0.837948 0.000000 0.000000
433 0.210482 0.210482 0.840052 0.000000 0.000000
434 0.199968 0.199968 0.842052 0.000000 0.000000
435 0.210482 0.210482 0.844157 0.000000 0.000000
436 0.199962 0.199962 0.846157 0.000000 0.000000
437 0.210488 0.210488 0.848261 0.000000 0.000000
438 0.199962 0.199962 0.850261 0.000000 0.000000
439 0.210488 0.210488 0.852366 0.000000 0.000000
440 0.199962 0.199962 0.854366 0.000000 0.000000
441 0.210488 0.210488 0.856470 0.000000 0.000000
442 0.199962 0.199962 0.858470 0.000000 0.000000
443 0.210488 0.210488 0.860575 0.000000 0.000000
444 0.199962 0.199962 0.862575 0.000000 0.000000
445 0.210488 0.210488 0.864679 0.000000 0.000000
446 0.199962 0.199962 0.866679 0.000000 0.000000
447 0.210488 0.210488 0.868784 0.000000 0.000000
448 0.199962 0.199962 0.870784 0.000000 0.000000
449 0.210488 0.210488 0.872888 0.000000 0.000000
450 0.199962 0.199962 0.874888 0.000000 0.000000
451 0.210488 0.210488 0.876993 0.000000 0.000000
452 0.199962 0.199962 0.878992 0.000000 0.000000
453 0.210488 0.210488 0.881097 0.000000 0.000000
454 0.210488 0.210488 0.883202 0.000000 0.000000
455 0.199962 0.199962 0.885202 0.000000 0.000000
456 0.210482 0.210482 0.887307 0.000000 0.000000
457 0.199968 0.199968 0.889306 0.000000 0.000000
458 0.210482 0.210482 0.891411 0.000000 0.000000
459 0.199962 0.199962 0.893411 0.000000 0.000000
460 0.210488 0.210488 0.895516 0.000000 0.000000
461 0.199962 0.199962 0.897515 0.000000 0.000000
462 0.210488 0.210488 0.899620 0.000000 0.000000
463 0.199962 0.199962 0.901620 0.000000 0.000000
464 0.210488 0.210488 0.903725 0.000000 0.000000
465 0.199962 0.199962 0.905724 0.000000 0.000000
466 0.210488 0.210488 0.907829 0.000000 0.000000
467 0.199962 0.199962 0.909829 0.000000 0.000000
468 0.210488 0.210488 0.911934 0.000000 0.000000
469 0.199962 0.199962 0.913933 0.000000 0.000000
470 0.210488 0.210488 0.916038 0.000000 0.000000
471 0.199962 0.199962 0.918038 0.000000 0.000000
472 0.210488 0.210488 0.920143 0.000000 0.000000
473 0.199962 0.199962 0.922142 0.000000 0.000000
474 0.210488 0.210488 0.924247 0.000000 0.000000
475 0.199962 0.199962 0.926247 0.000000 0.000000
476 0.210488 0.210488 0.928352 0.000000 0.000000
477 0.210488 0.210488 0.930457 0.000000 0.000000
478 0.199962 0.199962 0.932456 0.000000 0.000000
479 0.210482 0.210482 0.934561 0.000000 0.000000
480 0.199968 0.199968 0.936561 0.000000 0.000000
481 0.210482 0.210482 0.938665 0.000000 0.000000
482 0.199968 0.199968 0.940665 0.000000 0.000000
483 0.210482 0.210482 0.942770 0.000000 0.000000
484 0.199962 0.199962 0.944770 0.000000 0.000000
485 0.210488 0.210488 0.946874 0.000000 0.000000
486 0.199962 0.199962 0.948874 0.000000 0.000000
487 0.210488 0.210488 0.950979 0.000000 0.000000
488 0.199962 0.199962 0.952979 0.000000 0.000000
489 0.210488 0.210488 0.955083 0.000000 0.000000
490 0.199962 0.199962 0.957083 0.000000 0.000000
491 0.210488 0.210488 0.959188 0.000000 0.000000
492 0.199962 0.199962 0.961188 0.000000 0.000000
493 0.210488 0.210488 0.963292 0.000000 0.000000
494 0.199962 0.199962 0.965292 0.000000 0.000000
495 0.199962 0.199962 0.967292 0.000000 0.000000
496 0.199962 0.199962 0.969291 0.000000 0.000000
497 0.178915 0.178915 0.971080 0.000000 0.000000
498 0.189435 0.189435 0.972975 0.000000 0.000000
499 0.168395 0.168395 0.974659 0.000000 0.000000
500 0.178909 0.178909 0.976448 0.000000 0.000000
501 0.157869 0.157869 0.978027 0.000000 0.000000
502 0.157863 0.157863 0.979605 0.000000 0.000000
503 0.157863 0.157863 0.981184 0.000000 0.000000
504 0.136817 0.136817 0.982552 0.000000 0.000000
505 0.147343 0.147343 0.984025 0.000000 0.000000
506 0.136817 0.136817 0.985394 0.000000 0.000000
507 0.126290 0.126290 0.986656 0.000000 0.000000
508 0.126296 0.126296 0.987919 0.000000 0.000000
509 0.126290 0.126290 0.989182 0.000000 0.000000
510 0.115764 0.115764 0.990340 0.000000 0.000000
511 0.094724 0.094724 0.991287 0.000000 0.000000
512 0.105244 0.105244 0.992340 0.000000 0.000000
513 0.094718 0.094718 0.993287 0.000000 0.000000
514 0.094718 0.094718 0.994234 0.000000 0.000000
515 0.084192 0.084192 0.995076 0.000000 0.000000
516 0.073671 0.073671 0.995813 0.000000 0.000000
